gene pos_mean pos_sd pos_sCV Fano_pos neg_mean neg_sd neg_sCV Fano_neg
Nme2 0.2869 0.6727 5.4953 1.5768 0.1995 0.5294 7.0412 1.4048
Nme1 1.0166 1.1854 1.3596 1.3821 0.938 1.0687 1.2979 1.2175
Tob1 0.2043 0.6235 9.3158 1.9031 0.2461 0.6433 6.8335 1.6818
Lrrc59 0.209 0.5906 7.9886 1.6692 0.2608 0.6128 5.523 1.4402
Mrpl27 0.2484 0.6559 6.9752 1.7324 0.2771 0.6439 5.3977 1.4959
Slc35b1 0.2545 0.6707 6.9476 1.7679 0.2357 0.6 6.4793 1.5272
Spop 0.4569 0.8651 3.5855 1.6382 0.4459 0.7847 3.0961 1.3807
Phb 0.415 0.8031 3.7454 1.5543 0.418 0.7401 3.1352 1.3104
Snf8 0.3688 0.8011 4.718 1.7401 0.4165 0.7632 3.3575 1.3983
Atp5g1 1.2834 1.2126 0.8928 1.1458 1.2361 1.0924 0.781 0.9654
Cbx1 0.2086 0.6029 8.3563 1.7429 0.212 0.5647 7.092 1.5038
Cdk5rap3 0.2667 0.6841 6.5819 1.7551 0.2991 0.6547 4.7904 1.433
Psmb3 1.7218 1.2205 0.5024 0.8651 1.6458 1.0731 0.4251 0.6996
Rpl23 1.9215 1.2637 0.4325 0.831 2.2875 1.1141 0.2372 0.5426
Rpl19 2.5179 1.168 0.2152 0.5418 2.8653 1.0406 0.1319 0.3779
Mien1 0.3925 0.8367 4.545 1.7838 0.5174 0.8444 2.6637 1.3781
Psmd3 0.1694 0.5507 10.5631 1.7898 0.1878 0.5222 7.7305 1.452
Top2a 0.1712 0.5556 10.5372 1.8035 0.2989 0.6962 5.4246 1.6214
Igfbp4 0.2834 0.7006 6.1099 1.7318 0.2168 0.5635 6.7538 1.4644
Smarce1 0.2858 0.7099 6.1684 1.763 0.2976 0.6591 4.904 1.4596
Eif1 2.8348 0.9634 0.1155 0.3274 2.6023 0.9015 0.12 0.3123
Acly 0.2348 0.6353 7.3235 1.7194 0.1712 0.5068 8.7614 1.5
Dnajc7 0.2252 0.6345 7.9409 1.7881 0.2856 0.6494 5.1704 1.4766
Rab5c 0.6045 0.963 2.5377 1.5341 0.6086 0.8857 2.1181 1.289
Mlx 0.1431 0.5071 12.5534 1.7965 0.2231 0.5801 6.7601 1.5083
Coa3 0.5261 0.9185 3.0478 1.6035 0.5869 0.8665 2.1799 1.2794
Becn1 0.3401 0.7555 4.935 1.6783 0.3616 0.7158 3.9186 1.4169
Psme3 0.2 0.5861 8.5888 1.7177 0.2036 0.5379 6.9765 1.4206
Rpl27 1.8536 1.1703 0.3986 0.7388 2.2902 0.9944 0.1885 0.4317
Ifi35 0.1931 0.5966 9.5403 1.8426 0.1913 0.5602 8.5743 1.6405
Grn 0.6074 0.9757 2.5808 1.5675 0.8244 0.995 1.4566 1.2008
Nmt1 0.1834 0.5673 9.5689 1.7549 0.2719 0.6308 5.3815 1.4632
Limd2 1.6917 1.2553 0.5507 0.9316 2.0429 1.0847 0.2819 0.576
Psmc5 0.3952 0.7973 4.0705 1.6086 0.4085 0.7428 3.3061 1.3506
Smarcd2 0.2079 0.6057 8.4894 1.7647 0.2236 0.5714 6.5288 1.4601
Cd79b 0.2324 0.6682 8.267 1.9213 0.199 0.5577 7.8532 1.5629
Milr1 0.2232 0.6517 8.5228 1.9025 0.4089 0.8125 3.9482 1.6145
Ddx5 1.8007 1.1889 0.436 0.785 1.9266 1.0571 0.301 0.58
Kpna2 0.2665 0.6871 6.647 1.7716 0.307 0.7026 5.2371 1.6079
Psmd12 0.3635 0.7735 4.5288 1.6461 0.3921 0.738 3.5422 1.3891
Gna13 0.3394 0.7756 5.2214 1.7723 0.2887 0.6613 5.2463 1.5147
Wipi1 0.1584 0.5444 11.8114 1.871 0.2796 0.6718 5.7714 1.614
Prkar1a 0.9569 1.1055 1.3348 1.2772 0.8272 0.9666 1.3654 1.1295
Slc39a11 0.2455 0.6574 7.1738 1.7609 0.234 0.5784 6.1079 1.4295
Fam104a 0.3377 0.763 5.104 1.7238 0.3899 0.7504 3.7042 1.4442
Rpl38 1.2421 1.1788 0.9006 1.1186 1.6175 1.1025 0.4646 0.7515
Cd300a 0.2523 0.6956 7.5994 1.9176 0.3566 0.7535 4.4638 1.592
Cd300lf 0.1999 0.614 9.4297 1.8854 0.3373 0.7302 4.688 1.5811
Slc9a3r1 0.4439 0.8493 3.6599 1.6248 0.5214 0.8385 2.5866 1.3486
Ict1 0.2938 0.7218 6.0353 1.7732 0.3524 0.7128 4.091 1.4417
Atp5h 1.0846 1.1589 1.1416 1.2383 1.1799 1.0659 0.8161 0.9629
Nt5c 0.4343 0.8578 3.9019 1.6944 0.5777 0.8763 2.301 1.3293
Hn1 0.6907 1.0375 2.2568 1.5587 0.6365 0.9262 2.1175 1.3478
Sumo2 1.7214 1.261 0.5366 0.9238 1.5503 1.1375 0.5383 0.8346
Mrps7 0.1873 0.581 9.6214 1.8021 0.1827 0.5237 8.2161 1.5011
Grb2 0.1964 0.5997 9.3243 1.8312 0.2313 0.5947 6.6104 1.5291
Smim5 0.3435 0.7982 5.4004 1.855 0.4272 0.81 3.5958 1.536
Galk1 0.1965 0.5868 8.9169 1.7523 0.2415 0.5881 5.9293 1.4322
H3f3b 4.407 0.6058 0.0189 0.0833 3.7862 0.6968 0.0339 0.1282
Wbp2 0.3026 0.7268 5.7699 1.7459 0.2657 0.6323 5.6651 1.505
Ten1 0.2968 0.7307 6.0593 1.7986 0.3213 0.6871 4.5739 1.4696
Srp68 0.209 0.5991 8.2206 1.7178 0.1686 0.4971 8.6925 1.4655
Ubald2 0.8184 1.0867 1.7631 1.4429 0.7499 0.9539 1.6182 1.2135
BC018473 0.5256 0.9828 3.4969 1.8379 0.8338 1.0925 1.7167 1.4314
Srsf2 1.0241 1.1351 1.2285 1.2581 1.1727 1.0791 0.8466 0.9929
Sept9 0.323 0.7444 5.31 1.7154 0.4261 0.773 3.2921 1.4026
Syngr2 0.6263 0.99 2.4985 1.5649 0.5883 0.8694 2.1842 1.2849
Tk1 0.4348 0.8747 4.0479 1.7599 0.3024 0.6905 5.2131 1.5767
Birc5 0.6552 1.0981 2.8089 1.8404 0.5156 0.9745 3.5725 1.8418
Cbx4 0.3295 0.7551 5.2525 1.7305 0.3118 0.6709 4.6307 1.4437
Eif4a3 0.4042 0.8071 3.9866 1.6116 0.4206 0.7548 3.2198 1.3543
Chmp6 0.2067 0.6117 8.7613 1.8107 0.2222 0.5778 6.7654 1.5029
1810043H04Rik 0.2664 0.673 6.3816 1.7 0.2755 0.6307 5.2427 1.4442
Actg1 2.0997 1.2098 0.332 0.6971 2.6016 0.9706 0.1392 0.3621
Mrpl12 0.3868 0.8087 4.3708 1.6908 0.3782 0.7304 3.7305 1.4108
Fam195b 0.5906 0.9763 2.7329 1.614 0.6055 0.8904 2.1623 1.3093
P4hb 0.3183 0.7405 5.4115 1.7227 0.4243 0.7732 3.3205 1.4089
Arhgdia 0.7101 1.0191 2.0596 1.4625 0.8705 0.9867 1.2848 1.1184
Alyref 0.3889 0.7954 4.1829 1.6267 0.3602 0.7046 3.827 1.3784
Anapc11 0.2706 0.6885 6.4721 1.7516 0.2543 0.6227 5.996 1.5247
Sirt7 0.35 0.7788 4.952 1.733 0.4584 0.8024 3.0641 1.4045
Mafg 0.2062 0.6186 9.0049 1.8565 0.3123 0.6947 4.9499 1.5456
Aspscr1 0.2049 0.6114 8.9044 1.8244 0.2574 0.6225 5.85 1.5057
Stra13 0.6637 1.0062 2.2982 1.5253 0.7021 0.9312 1.7593 1.2352
Dcxr 0.3063 0.7498 5.9919 1.8355 0.3282 0.7045 4.6072 1.5122
Slc16a3 0.1592 0.5454 11.7386 1.8686 0.3854 0.7619 3.9082 1.5062
Csnk1d 0.2442 0.6657 7.4289 1.8145 0.2761 0.6368 5.3211 1.469
BC017643 0.1773 0.5705 10.3572 1.8359 0.2753 0.6419 5.4389 1.4971
Gdi2 0.9857 1.1254 1.3035 1.2848 1.0999 1.0385 0.8914 0.9804
Klf6 0.4732 0.9484 4.0172 1.9009 0.6779 1.0058 2.2017 1.4924
Gtpbp4 0.1443 0.5046 12.2256 1.7644 0.2123 0.5649 7.0815 1.5033
Mrpl32 0.3125 0.7396 5.6004 1.7503 0.3095 0.6655 4.6228 1.4308
Psma2 1.4504 1.2265 0.7151 1.0372 1.4167 1.0894 0.5914 0.8378
Mplkip 0.2291 0.6406 7.8169 1.791 0.2939 0.6629 5.0889 1.4954
Elmo1 0.1912 0.5823 9.27 1.7728 0.2302 0.5924 6.6226 1.5245
Trim27 0.1605 0.5288 10.8574 1.7425 0.2062 0.5467 7.0294 1.4495
Gm11273 0.244 0.6266 6.5956 1.6092 0.2016 0.5371 7.0988 1.4311
Hist1h2ap 0.5513 1.0155 3.3928 1.8706 0.6025 1.0435 2.9999 1.8074
Prss16 0.3017 0.7235 5.7504 1.735 0.3519 0.7091 4.0603 1.4289
Abt1 0.2034 0.6155 9.1602 1.8628 0.1888 0.54 8.175 1.5438
Hist1h2ae 0.1013 0.4155 16.8079 1.7034 0.3004 0.6913 5.2958 1.5909
Hist1h2bc 0.3119 0.7712 6.1138 1.9069 0.3489 0.7556 4.6904 1.6363
Hist1h1c 0.3901 0.8403 4.6391 1.8099 0.4608 0.8499 3.4011 1.5673
Gmnn 0.4403 0.8489 3.718 1.6368 0.416 0.7764 3.4833 1.449
Acot13 0.1918 0.5911 9.4963 1.8215 0.2254 0.5932 6.923 1.5608
Tdp2 0.2045 0.5968 8.5178 1.7418 0.1779 0.5118 8.2712 1.4718
Uqcrfs1 0.8269 1.0909 1.7403 1.4391 0.8615 0.9997 1.3467 1.1601
Serpinb1a 2.1361 1.471 0.4742 1.013 2.3869 1.373 0.3309 0.7898
Bphl 0.2665 0.696 6.8197 1.8176 0.2453 0.6194 6.3749 1.564
Psmg4 0.1849 0.5932 10.2951 1.9033 0.1976 0.548 7.694 1.5201
Eci2 0.2673 0.6813 6.4965 1.7365 0.3387 0.699 4.2605 1.4429
F13a1 0.2674 0.7547 7.9673 2.1303 0.426 0.8841 4.3068 1.8348
Ly86 0.3492 0.8297 5.6464 1.9716 0.374 0.8016 4.5924 1.7178
Ssr1 0.2731 0.6949 6.4737 1.7681 0.3503 0.7075 4.0799 1.4291
Txndc5 0.2148 0.6648 9.5835 2.0582 0.2261 0.6371 7.9419 1.7954
Eef1e1 0.2882 0.7032 5.9536 1.7159 0.2962 0.6531 4.8614 1.44
Pak1ip1 0.2703 0.684 6.4031 1.7309 0.3115 0.6737 4.6777 1.4571
Tmem14c 0.7082 1.0285 2.1091 1.4937 0.9298 1.0148 1.1911 1.1075
Nol7 0.5097 0.9105 3.191 1.6265 0.5783 0.8681 2.2532 1.3031
Dtnbp1 0.3863 0.8037 4.3284 1.6721 0.3057 0.6713 4.8222 1.4741
Dek 0.8399 1.1117 1.7521 1.4716 0.7959 1.0269 1.6648 1.325
Ninj1 0.5617 0.9752 3.0141 1.6931 0.5699 0.9018 2.5037 1.4269
Card19 0.9037 1.1393 1.5895 1.4364 0.8176 1.0334 1.5976 1.3062
Cks2 1.2896 1.2979 1.013 1.3063 1.1162 1.1685 1.0959 1.2232
Gadd45g 0.4086 0.9085 4.9446 2.0202 0.5548 0.9789 3.1126 1.727
Sfxn1 0.1748 0.5599 10.2659 1.794 0.186 0.5132 7.612 1.4159
Higd2a 0.6493 1.0065 2.4028 1.5601 0.7004 0.9485 1.8338 1.2844
Hk3 0.4279 0.8314 3.7747 1.6152 0.4959 0.8132 2.6894 1.3337
Rab24 0.5256 0.9226 3.0813 1.6195 0.6267 0.9011 2.0676 1.2957
Prelid1 0.5472 0.9502 3.0153 1.65 0.7982 0.9803 1.508 1.2038
Lman2 0.9842 1.1458 1.3554 1.3339 0.9074 1.0082 1.2344 1.1201
Grk6 0.2607 0.6791 6.7871 1.7693 0.372 0.7434 3.9938 1.4857
Dok3 0.7881 1.0639 1.8224 1.4363 0.899 1.0197 1.2867 1.1567
Tmed9 1.3273 1.2021 0.8202 1.0887 1.1105 1.057 0.906 1.006
Pcbd2 0.237 0.6477 7.4695 1.7701 0.2227 0.5793 6.764 1.5066
H2afy 1.3451 1.2936 0.9249 1.2441 1.2608 1.1584 0.8441 1.0642
Tifab 0.1109 0.4655 17.632 1.9547 0.2657 0.6581 6.1348 1.6301
Idnk 0.1897 0.5988 9.9624 1.89 0.2081 0.5776 7.7045 1.6032
2210016F16Rik 0.184 0.574 9.7296 1.7905 0.2384 0.5913 6.1514 1.4666
Hnrnpk 2.2392 1.1364 0.2576 0.5767 2.1527 1.0299 0.2289 0.4927
Fbp1 0.4135 0.8494 4.2204 1.745 0.4141 0.7914 3.6529 1.5126
Hiatl1 0.2469 0.6493 6.9192 1.708 0.3297 0.6879 4.3532 1.4352
Uqcrb 0.4798 0.9036 3.5469 1.7017 0.5792 0.9053 2.4428 1.4149
Nsun2 0.2082 0.5984 8.2566 1.7193 0.2232 0.5621 6.3422 1.4155
Med10 0.3468 0.7752 4.9956 1.7326 0.3528 0.7192 4.1563 1.4661
Ndufs6 0.5029 0.8939 3.1602 1.5892 0.5368 0.8427 2.4646 1.3229
Mrpl36 0.2933 0.7147 5.9371 1.7414 0.3293 0.696 4.4658 1.4707
Clptm1l 0.1918 0.5819 9.207 1.7658 0.2402 0.5931 6.0962 1.4644
Pdcd6 0.8671 1.0891 1.5777 1.3681 0.9186 0.9919 1.1658 1.071
Sdha 0.25 0.6534 6.8312 1.7079 0.3266 0.6753 4.2748 1.3962
Gm10116 2.1803 1.1949 0.3004 0.6549 1.7236 1.1085 0.4136 0.713
Cast 0.1589 0.5429 11.6798 1.8554 0.2945 0.6877 5.4536 1.606
Glrx 0.6542 1.0109 2.3879 1.5622 0.8759 1.0381 1.4049 1.2305
Cetn3 0.7999 1.0727 1.7986 1.4386 0.6472 0.905 1.9555 1.2656
Mef2c 1.0978 1.2089 1.2127 1.3313 1.0056 1.078 1.149 1.1555
Ccnh 0.1985 0.5882 8.7784 1.7428 0.179 0.5157 8.2951 1.4851
Cox7c 0.9985 1.1109 1.2379 1.236 1.0785 1.0257 0.9044 0.9755
Tmem167 0.3807 0.7951 4.3619 1.6606 0.4136 0.761 3.3849 1.4001
Rps23 2.7382 1.1794 0.1855 0.508 2.9949 1.0502 0.123 0.3682
Ssbp2 0.2093 0.6243 8.9008 1.8627 0.2134 0.5913 7.676 1.6383
Tbca 0.4782 0.8821 3.4024 1.6271 0.4631 0.7945 2.943 1.363
Nsa2 0.2007 0.6091 9.2151 1.849 0.2755 0.6436 5.4558 1.5033
Hexb 0.5554 0.9436 2.886 1.603 0.4927 0.838 2.8926 1.4252
Btf3 2.1506 1.2146 0.319 0.686 2.0897 1.1159 0.2851 0.5958
Smn1 0.3248 0.7391 5.1767 1.6815 0.3242 0.6743 4.3248 1.4022
Ccdc125 0.1527 0.5385 12.4437 1.8996 0.2816 0.6551 5.4132 1.5242
Mrps36 0.2759 0.6917 6.2848 1.7341 0.2943 0.649 4.8642 1.4314
Ccnb1 0.3448 0.8056 5.4588 1.8822 0.2731 0.7018 6.6026 1.8033
Pik3r1 0.2225 0.6519 8.5813 1.9096 0.2058 0.5679 7.6139 1.567
Gapt 0.2547 0.6852 7.2379 1.8434 0.3271 0.7019 4.6041 1.506
Gpbp1 0.2844 0.7005 6.0643 1.7249 0.3462 0.7038 4.1343 1.4311
Ndufs4 0.493 0.8913 3.2683 1.6113 0.5293 0.8478 2.5656 1.358
Emb 1.0952 1.2611 1.3259 1.4521 1.2279 1.215 0.9791 1.2022
Mrps30 0.325 0.7454 5.2603 1.7095 0.2606 0.623 5.7179 1.4898
Rab10 0.2974 0.729 6.0108 1.7874 0.307 0.6739 4.8186 1.4792
Ptrhd1 0.2839 0.7118 6.2843 1.7843 0.2797 0.6542 5.4709 1.5301
Sf3b6 0.643 0.9897 2.3691 1.5233 0.6666 0.9299 1.946 1.2972
Rhob 0.4978 0.8994 3.2645 1.625 0.6297 0.9079 2.0788 1.309
Laptm4a 0.4628 0.8891 3.6899 1.7078 0.5366 0.8851 2.7208 1.4599
Smc6 0.2739 0.6867 6.2857 1.7216 0.4374 0.7847 3.2188 1.4079
Rpl36-ps3 0.2005 0.5823 8.4296 1.6906 0.235 0.5717 5.9182 1.3907
Pqlc3 0.1778 0.5727 10.3737 1.8445 0.2632 0.6435 5.9763 1.5732
Pdia6 0.8497 1.099 1.673 1.4215 0.9251 1.0295 1.2384 1.1457
Hpcal1 0.2594 0.6889 7.0532 1.8296 0.392 0.7688 3.8476 1.5081
Iah1 0.1669 0.5565 11.1149 1.8553 0.2096 0.5749 7.5237 1.5769
Ywhaq 1.1713 1.1582 0.9777 1.1452 0.932 1.0132 1.1817 1.1014
Rrm2 0.6585 1.1196 2.8909 1.9037 0.5318 1.0049 3.5701 1.8986
Id2 1.2761 1.336 1.096 1.3986 1.396 1.2959 0.8618 1.203
Rps7 2.6757 1.1527 0.1856 0.4966 2.8699 1.0448 0.1325 0.3803
Acp1 0.3922 0.8055 4.2186 1.6544 0.3901 0.7412 3.6094 1.4081
Dld 0.1933 0.5842 9.1293 1.765 0.2465 0.5936 5.8006 1.4296
Bcap29 0.2351 0.6272 7.1206 1.6738 0.2187 0.5532 6.3991 1.3993
Hbp1 0.3278 0.7845 5.7264 1.8774 0.2638 0.6469 6.0123 1.5861
Sypl 0.8003 1.043 1.6985 1.3593 0.8875 0.9986 1.2662 1.1237
Dnajb9 0.1906 0.6076 10.165 1.937 0.2211 0.6055 7.5012 1.6584
Sptssa 1.2314 1.1875 0.9301 1.1453 1.1145 1.0497 0.8871 0.9887
Eapp 0.3081 0.738 5.7376 1.7678 0.3525 0.7207 4.1809 1.4736
Snx6 0.1627 0.5343 10.7878 1.7549 0.2805 0.6486 5.3458 1.4997
Baz1a 0.4463 0.8644 3.7516 1.6742 0.7372 0.9566 1.6838 1.2413
Srp54b 0.3028 0.7187 5.6351 1.7062 0.3676 0.7022 3.6489 1.3414
Ppp2r3c 0.2271 0.639 7.9173 1.7981 0.2031 0.5476 7.2682 1.4764
Psma6 1.2379 1.1994 0.9388 1.1621 1.1703 1.0732 0.8409 0.9841
Nfkbia 1.1112 1.2252 1.2157 1.3508 1.1604 1.1301 0.9486 1.1007
Trappc6b 0.394 0.8219 4.3516 1.7144 0.4757 0.8052 2.8656 1.3631
Pnn 0.1856 0.5682 9.3749 1.7397 0.2074 0.5536 7.1261 1.4779
Ctage5 0.2866 0.715 6.2265 1.7842 0.3899 0.7512 3.7121 1.4474
Fkbp3 0.5394 0.9322 2.987 1.6111 0.4078 0.7472 3.3567 1.3689
Rps29 2.1245 1.1621 0.2992 0.6356 2.5496 0.9992 0.1536 0.3916
Rpl36al 1.0916 1.1763 1.1611 1.2675 1.39 1.1364 0.6684 0.9291
Mgat2 0.5395 0.9154 2.8786 1.5531 0.602 0.8866 2.1689 1.3057
Klhdc2 0.3621 0.7861 4.7124 1.7064 0.3518 0.7169 4.1527 1.4608
Arf6 0.8392 1.0856 1.6732 1.4042 0.638 0.9032 2.0043 1.2787
Pygl 0.4022 0.8158 4.1141 1.6547 0.6959 0.9371 1.813 1.2617
Tmx1 0.6809 0.9892 2.1109 1.4373 0.6476 0.8897 1.8873 1.2222
Actr10 0.2274 0.6306 7.6897 1.7485 0.23 0.5899 6.5794 1.5131
Psma3 0.9369 1.1272 1.4477 1.3563 0.9009 1.0049 1.2443 1.121
Dhrs7 0.7255 1.0775 2.206 1.6003 0.9536 1.115 1.3671 1.3036
Wdr89 1.2024 1.1359 0.8925 1.0732 1.2227 1.0562 0.7462 0.9124
Sgpp1 0.2064 0.5978 8.3884 1.7314 0.2663 0.6153 5.3388 1.4216
Hspa2 0.3434 0.8101 5.5645 1.9111 0.4319 0.8495 3.8695 1.6711
Churc1 0.4054 0.8196 4.0866 1.6569 0.4829 0.8132 2.8355 1.3693
Max 0.4426 0.8593 3.7687 1.6682 0.4022 0.7646 3.6133 1.4533
Atp6v1d 0.3032 0.7313 5.8164 1.7638 0.3753 0.7456 3.9477 1.4815
Eif2s1 0.4256 0.8251 3.7596 1.5999 0.4377 0.7691 3.0872 1.3514
Vti1b 0.2279 0.6387 7.8565 1.7902 0.294 0.6627 5.0824 1.494
Actn1 0.1974 0.5984 9.1921 1.8142 0.1985 0.5648 8.0991 1.6074
Erh 1.5568 1.2834 0.6796 1.058 1.3491 1.1555 0.7336 0.9896
Srsf5 1.6461 1.202 0.5332 0.8777 1.5172 1.0785 0.5054 0.7667
Rbm25 0.3277 0.7592 5.3683 1.759 0.4999 0.8293 2.7518 1.3757
Npc2 1.3539 1.2971 0.9179 1.2427 1.3545 1.1743 0.7516 1.018
Isca2 0.2507 0.669 7.119 1.785 0.2199 0.576 6.8595 1.5085
Fcf1 0.447 0.8574 3.6788 1.6445 0.4509 0.7836 3.0199 1.3617
Eif2b2 0.1991 0.6083 9.3369 1.8586 0.2356 0.5935 6.3432 1.4947
Acyp1 0.2463 0.6671 7.3374 1.8069 0.2681 0.6367 5.6372 1.5116
Tmed10 1.2025 1.1842 0.9698 1.1662 1.1131 1.0541 0.8968 0.9982
Fos 2.6871 1.3445 0.2503 0.6727 2.5338 1.3169 0.2701 0.6845
0610007P14Rik 0.2966 0.7108 5.744 1.7036 0.283 0.634 5.0175 1.4201
Ahsa1 0.4819 0.8755 3.3005 1.5906 0.5362 0.8355 2.4281 1.3019
Sptlc2 0.1804 0.5717 10.0379 1.8112 0.2816 0.6417 5.1947 1.4626
Snw1 0.2715 0.6909 6.4763 1.7582 0.3164 0.6865 4.7084 1.4896
Zc3h14 0.2243 0.6268 7.807 1.7513 0.1848 0.5228 8.0035 1.4791
Psmc1 0.3958 0.8094 4.1818 1.6552 0.3864 0.7326 3.5945 1.389
Calm1 1.3487 1.2401 0.8454 1.1402 1.7764 1.1485 0.418 0.7425
Ddx24 0.2125 0.6189 8.4869 1.8031 0.2833 0.6508 5.2755 1.4948
Ifi27 0.2941 0.749 6.4844 1.9074 0.2274 0.6116 7.2342 1.645
Glrx5 0.5957 0.9837 2.7273 1.6245 0.5091 0.8308 2.6626 1.3557
Papola 0.3731 0.7979 4.5738 1.7065 0.3769 0.7376 3.8293 1.4433
Vrk1 0.7577 1.0343 1.8631 1.4117 0.745 0.9475 1.6176 1.205
Yy1 0.195 0.5912 9.1949 1.7926 0.3107 0.6772 4.7492 1.4757
Hsp90aa1 0.7395 1.0418 1.9845 1.4677 0.9871 1.0853 1.2088 1.1932
Eif5 0.6695 1.0193 2.3177 1.5517 0.8884 1.0142 1.3033 1.1578
Apopt1 0.1849 0.581 9.8675 1.8249 0.1932 0.5395 7.7948 1.5061
2010107E04Rik 0.3552 0.7624 4.6082 1.6366 0.4522 0.781 2.9831 1.3488
Adssl1 0.6922 1.0084 2.122 1.4689 0.8398 0.9886 1.3855 1.1636
Siva1 0.6036 0.9729 2.5977 1.5681 0.5293 0.8568 2.6207 1.3871
Pld4 0.3762 0.8995 5.7186 2.1511 0.4654 0.9306 3.9982 1.8607
Crip1 1.0299 1.3198 1.6423 1.6914 0.9383 1.2498 1.7741 1.6646
Rpl37 2.1186 1.1863 0.3135 0.6642 2.4601 1.0304 0.1754 0.4316
Gm10250 0.4296 0.8093 3.549 1.5247 0.4094 0.7332 3.2075 1.3132
Nipbl 0.1547 0.5465 12.4737 1.93 0.2242 0.5952 7.0479 1.5803
Brix1 0.3205 0.7423 5.366 1.7196 0.2845 0.6365 5.0058 1.4242
Sub1 2.4105 1.1685 0.235 0.5664 2.0857 1.077 0.2667 0.5562
Zfp622 0.2435 0.6662 7.488 1.8231 0.2331 0.6072 6.7853 1.5816
Fam105a 0.2599 0.6981 7.2117 1.8746 0.3496 0.7226 4.2711 1.4933
Dap 0.5005 0.8993 3.229 1.616 0.4702 0.7966 2.8701 1.3496
Cct5 0.6587 0.9892 2.2551 1.4854 0.7147 0.9342 1.7084 1.2211
Mtdh 0.4559 0.8794 3.7205 1.6963 0.5762 0.8874 2.3717 1.3666
Rpl30 1.0841 1.1705 1.1658 1.2637 1.2903 1.1099 0.74 0.9548
Cox6c 1.2852 1.1779 0.8399 1.0795 1.372 1.059 0.5958 0.8174
Pabpc1 2.0111 1.224 0.3704 0.745 1.7224 1.1245 0.4262 0.7342
Ywhaz 0.3752 0.7839 4.365 1.6377 0.4373 0.77 3.1002 1.3558
Zfp706 1.2999 1.2281 0.8926 1.1603 1.0644 1.0756 1.0212 1.0869
Klf10 0.3276 0.773 5.5684 1.8241 0.2351 0.623 7.0216 1.6509
Azin1 0.1799 0.5534 9.4656 1.7025 0.1972 0.547 7.6959 1.5175
Atp6v1c1 0.2924 0.7025 5.7727 1.6878 0.294 0.648 4.8594 1.4285
Eif3e 0.9473 1.1311 1.4257 1.3506 1.0687 1.0589 0.9817 1.0492
Emc2 0.3826 0.7972 4.3425 1.6612 0.3912 0.7424 3.6012 1.4089
Eny2 0.2747 0.6844 6.2047 1.7047 0.2987 0.6499 4.735 1.4142
Eif3h 1.2424 1.1976 0.9291 1.1544 1.3966 1.0876 0.6065 0.847
Rad21 0.2184 0.6054 7.6811 1.6779 0.2173 0.5679 6.8325 1.4844
Gm10020 0.3766 0.766 4.1384 1.5584 0.3428 0.6734 3.8579 1.3226
Med30 0.3178 0.7462 5.512 1.7519 0.3128 0.6765 4.6779 1.4631
Mrpl13 0.2242 0.6368 8.0644 1.8084 0.1948 0.5314 7.4407 1.4496
Derl1 0.3394 0.7709 5.1598 1.7512 0.3966 0.7539 3.6134 1.4332
Ndufb9 0.7551 1.0506 1.9358 1.4617 0.8841 1.0129 1.3126 1.1604
Nsmce2 0.2563 0.6643 6.7178 1.7217 0.2404 0.6066 6.3681 1.5307
Fam49b 1.9058 1.1704 0.3771 0.7187 2.0331 1.0274 0.2554 0.5192
Sla 0.2944 0.7276 6.1093 1.7985 0.4597 0.8282 3.2462 1.4923
Chrac1 0.5124 0.9236 3.2485 1.6647 0.4355 0.7816 3.2209 1.4028
Ptp4a3 0.248 0.6598 7.0785 1.7554 0.2097 0.5619 7.1812 1.5058
Ly6e 1.0362 1.3693 1.7462 1.8095 0.894 1.1804 1.7434 1.5586
Ly6c2 1.5931 1.3827 0.7533 1.2001 1.7514 1.3614 0.6043 1.0583
Gsdmd 0.1932 0.5959 9.5101 1.8376 0.2737 0.648 5.6063 1.5343
Eef1d 0.6289 0.977 2.4134 1.5179 0.749 0.9484 1.6033 1.2009
Puf60 0.4656 0.8604 3.4146 1.5899 0.4671 0.7884 2.8486 1.3306
Grina 0.2402 0.6657 7.6841 1.8454 0.3331 0.7299 4.8005 1.5992
Exosc4 0.2326 0.6462 7.7192 1.7955 0.2351 0.5968 6.4423 1.5149
Cyc1 0.5831 0.9546 2.6802 1.5628 0.568 0.8557 2.2695 1.2892
Maf1 0.4421 0.8747 3.9145 1.7306 0.4678 0.8082 2.9843 1.3961
Dgat1 0.1934 0.6001 9.6341 1.8628 0.3621 0.7309 4.0746 1.4754
Tonsl 0.9346 1.116 1.4259 1.3327 0.8946 1.015 1.2874 1.1517
Rpl8 2.3862 1.2254 0.2637 0.6292 2.7054 1.074 0.1576 0.4264
Txn2 0.7223 1.0434 2.0871 1.5074 0.6653 0.9166 1.898 1.2627
Eif3d 0.2327 0.6343 7.4289 1.7287 0.2927 0.6368 4.7336 1.3854
Ncf4 1.345 1.2455 0.8574 1.1533 1.7308 1.1249 0.4224 0.7311
Mpst 0.1883 0.5876 9.7361 1.8334 0.2764 0.6418 5.3904 1.4901
Rac2 2.7759 1.039 0.1401 0.3889 2.8204 0.8662 0.0943 0.266
Cyth4 0.2012 0.6036 8.9978 1.8107 0.3184 0.6929 4.7362 1.5079
